Word;PoS;Category;NOUN;VERB;Numbers;PRON;ADV;ADJ
осторожный;ADJ;;;;;;;
остров;NOUN;;;;;;;
остроумие;NOUN;;;;;;;
осуждённый;ADJ;;;;;;;
осуществить;VERB;;;;;;;
осуществлять;VERB;;;;;;;
отбивать;VERB;;;;;;;
отбить;VERB;;;;;;;
отверстие;NOUN;;;;;;;
ответ;NOUN;;;;;;;
ответить;VERB;;;;;;;
ответственность;NOUN;;;;;;;
ответственный;ADJ;;;;;;;
отвечать;VERB;;;;;;;
отвращение;NOUN;;;;;;;
отвыкать;VERB;;;;;;;
отвыкнуть;VERB;;;;;;;
отдавать;VERB;;;;;;;
отдать;VERB;;;;;;;
отдел;NOUN;;;;;;;
отдельно;ADV;;;;;;;
отдохнуть;VERB;;;;;;;
отдыхать;VERB;;;;;;;
отель;NOUN;;;;;;;
отец;NOUN;Family;;;;;;
отечественный;ADJ;;;;;;;
отзывчивый;ADJ;;;;;;;
отказаться;VERB;;;;;;;
отказываться;VERB;;;;;;;
откликаться;VERB;;;;;;;
откликнуться;VERB;;;;;;;
отключать;VERB;;;;;;;
отключить;VERB;;;;;;;
откровенно;ADV;;;;;;;
открывать;VERB;;;;;;;
открытие;NOUN;;;;;;;
открытка;NOUN;;;;;;;
открыто;ADV;;;;;;;
открытый;ADJ;;;;;;;
открыть;VERB;;;;;;;
отлив;NOUN;;;;;;;
отличать;VERB;;;;;;;
отличаться;VERB;;;;;;;
отличие;NOUN;;;;;;;
отличить;VERB;;;;;;;
отлично;ADV;;;;;;;
отличный;ADJ;;;;;;;
отложить;VERB;;;;;;;
отмена;NOUN;;;;;;;
отменить;VERB;;;;;;;
отменять;VERB;;;;;;;
отметить;VERB;;;;;;;
отметка;NOUN;;;;;;;
отмечать;VERB;;;;;;;
отнести;VERB;;;;;;;
отнестись;VERB;;;;;;;
отнимать;VERB;;;;;;;
относиться;VERB;;;;;;;
отношение;NOUN;;;;;;;
отнять;VERB;;;;;;;
отправить;VERB;;;;;;;
отправиться;VERB;;;;;;;
отправляться;VERB;;;;;;;
отпуск;NOUN;;;;;;;
отпускать;VERB;;;;;;;
отпустить;VERB;;;;;;;
отравление;NOUN;;;;;;;
отреагировать;VERB;;;;;;;
отрегулировать;VERB;;;;;;;
отрешённость;NOUN;;;;;;;
отсидеть;VERB;;;;;;;
отсутствие;NOUN;;;;;;;
отчество;NOUN;;;;;;;
отчёт;NOUN;;;;;;;
офис;NOUN;;;;;;;
официант;NOUN;Occupation;;;;;;
официантка;NOUN;Occupation;;;;;;
охотa;NOUN;;;;;;;
оценивать;VERB;;;;;;;
оценить;VERB;;;;;;;
оценка;NOUN;;;;;;;
оцифровка;NOUN;;;;;;;
очевидный;ADJ;;;;;;;
очень;ADV;;;;;;;
очередной;ADJ;;;;;;;
очередь;NOUN;;;;;;;
очистка;NOUN;;;;;;;
очки;NOUN;;;;;;;
ошибаться;VERB;;;;;;;
ошибиться;VERB;;;;;;;
ошибка;NOUN;;;;;;;
падать;VERB;;;;;;;
падение;NOUN;;;;;;;
палата;NOUN;;;;;;;
палатка;NOUN;;;;;;;
палец;NOUN;;;;;;;
пальма;NOUN;;;;;;;
пальто;NOUN;Clothing;;;;;;
памятник;NOUN;;;;;;;
память;NOUN;;;;;;;
панда;NOUN;Animals;;;;;;
папа;NOUN;Family;;;;;;
папка;NOUN;;;;;;;
пара;NOUN;;;;;;;
Париж;NOUN;;;;;;;
парикмахер;NOUN;Occupation;;;;;;
парк;NOUN;;;;;;;
парниковый;ADJ;;;;;;;
партер;NOUN;;;;;;;
партия;NOUN;;;;;;;
партнёр;NOUN;;;;;;;
партнёрша;NOUN;;;;;;;
парус;NOUN;;;;;;;
паспорт;NOUN;;;;;;;
пассажир;NOUN;;;;;;;
пассивный;ADJ;;;;;;;
паста;NOUN;;;;;;;
паук;NOUN;Animals;;;;;;
пациент;NOUN;;;;;;;
пачка;NOUN;;;;;;;
певец;NOUN;Occupation;;;;;;
певица;NOUN;Occupation;;;;;;
пейзаж;NOUN;;;;;;;
пельмени;NOUN;;;;;;;
пенал;NOUN;;;;;;;
пение;NOUN;;;;;;;
пенсионер;NOUN;;;;;;;
пенсионерка;NOUN;;;;;;;
первый;Number;;;;;;;
перевести;VERB;;;;;;;
перевод;NOUN;;;;;;;
переводить;VERB;;;;;;;
переводческий;ADJ;;;;;;;
переводчик;NOUN;Occupation;;;;;;
переводчица;NOUN;Occupation;;;;;;
переговор;NOUN;;;;;;;
передавать;VERB;;;;;;;
передать;VERB;;;;;;;
передача;NOUN;;;;;;;
передозировка;NOUN;;;;;;;
передумать;VERB;;;;;;;
переезд;NOUN;;;;;;;
переживать;VERB;;;;;;;
переизбыток;NOUN;;;;;;;
перейти;VERB;;;;;;;
перекрикивать;VERB;;;;;;;
перекричать;VERB;;;;;;;
перекрывать;VERB;;;;;;;
перекрыть;VERB;;;;;;;
перекусить;VERB;;;;;;;
перемена;NOUN;;;;;;;
перемениться;VERB;;;;;;;
перенаселение;NOUN;;;;;;;
перенести;VERB;;;;;;;
переносить;VERB;;;;;;;
перепись;NOUN;;;;;;;
перепутать;VERB;;;;;;;
перерыв;NOUN;;;;;;;
пересадка;NOUN;;;;;;;
пересдача;NOUN;;;;;;;
переставать;VERB;;;;;;;
перестать;VERB;;;;;;;
переулок;NOUN;;;;;;;
переход;NOUN;;;;;;;
переходить;VERB;;;;;;;
перец;NOUN;Vegetables;;;;;;
персик;NOUN;Fruits;;;;;;
персонаж;NOUN;;;;;;;
перспектива;NOUN;;;;;;;
перчатки;NOUN;Clothing;;;;;;
песня;NOUN;;;;;;;
песок;NOUN;;;;;;;
пессимист;NOUN;;;;;;;
петрушка;NOUN;Vegetables;;;;;;
петух;NOUN;Animals;;;;;;
петь;VERB;;;;;;;
печально;ADV;;;;;;;
печень;NOUN;;;;;;;
печенье;NOUN;;;;;;;
печь;VERB;;;;;;;
пешеход;NOUN;;;;;;;
пешеходный;ADJ;;;;;;;
пешком;ADV;;;;;;;
пещера;NOUN;;;;;;;
пианино;NOUN;;;;;;;
пианист;NOUN;Occupation;;;;;;
пианистка;NOUN;Occupation;;;;;;
пиво;NOUN;;;;;;;
пиджак;NOUN;Clothing;;;;;;
пижама;NOUN;Clothing;;;;;;
пикник;NOUN;;;;;;;
пилот;NOUN;Occupation;;;;;;
пингвин;NOUN;Animals;;;;;;
пирамида;NOUN;;;;;;;
пират;NOUN;;;;;;;
пирог;NOUN;;;;;;;
пироженое;NOUN;;;;;;;
писатель;NOUN;;;;;;;
писатель;NOUN;Occupation;;;;;;
писательница;NOUN;Occupation;;;;;;
писать;VERB;;;;;;;
письмо;NOUN;;;;;;;
питание;NOUN;;;;;;;
питать;VERB;;;;;;;
питаться;VERB;;;;;;;
питомец;NOUN;;;;;;;
пить;VERB;;;;;;;
пицца;NOUN;;;;;;;
плавание;NOUN;Sport;;;;;;
плавать;VERB;;;;;;;
плавки;NOUN;Clothing;;;;;;
плакат;NOUN;;;;;;;
плакать;VERB;;;;;;;
план;NOUN;;;;;;;
планета;NOUN;;;;;;;
планшет;NOUN;;;;;;;
пластик;NOUN;;;;;;;
пластина;NOUN;;;;;;;
платёж;NOUN;;;;;;;
платить;VERB;;;;;;;
платок;NOUN;Clothing;;;;;;
платформа;NOUN;;;;;;;
платье;NOUN;Clothing;;;;;;
плащ;NOUN;Clothing;;;;;;
плеер;NOUN;;;;;;;
племянник;NOUN;Family;;;;;;
племянница;NOUN;Family;;;;;;
плен;NOUN;;;;;;;
плечо;NOUN;;;;;;;
плита;NOUN;;;;;;;
плов;NOUN;;;;;;;
пловец;NOUN;Sport;;;;;;
пловчиха;NOUN;Sport;;;;;;
плотность;NOUN;;;;;;;
плохо;ADV;;;;;;;
плохой;ADJ;;;;;;;
площадь;NOUN;;;;;;;
плыть;VERB;;;;;;;
пляж;NOUN;;;;;;;
пнуть;VERB;;;;;;;
победа;NOUN;;;;;;;
победитель;NOUN;;;;;;;
победить;VERB;;;;;;;
побеждать;VERB;;;;;;;
поблагодарить;VERB;;;;;;;
повар;NOUN;Occupation;;;;;;
поведение;NOUN;;;;;;;
повезти;VERB;;;;;;;
повернуть;VERB;;;;;;;
повесить;VERB;;;;;;;
повод;NOUN;;;;;;;
повредить;VERB;;;;;;;
повреждать;VERB;;;;;;;
повседневный;ADJ;;;;;;;
повсеместный;ADJ;;;;;;;
повсюду;ADV;;;;;;;
повторить;VERB;;;;;;;
повторять;VERB;;;;;;;
повторяться;VERB;;;;;;;
повысить;VERB;;;;;;;
повышать;VERB;;;;;;;
повышение;NOUN;;;;;;;
погаснуть;VERB;;;;;;;
погибнуть;VERB;;;;;;;
погода;NOUN;;;;;;;
погреться;VERB;;;;;;;
подавление;NOUN;;;;;;;
подарить;VERB;;;;;;;
подарок;NOUN;;;;;;;
подвал;NOUN;;;;;;;
подготовиться;VERB;;;;;;;
поддержание;NOUN;;;;;;;
поддержать;VERB;;;;;;;
поддерживать;VERB;;;;;;;
поддержка;NOUN;;;;;;;
поделённый;ADJ;;;;;;;
подержать;VERB;;;;;;;
поднимать;VERB;;;;;;;
подниматься;VERB;;;;;;;
подножие;NOUN;;;;;;;
поднять;VERB;;;;;;;
подняться;VERB;;;;;;;
подобие;NOUN;;;;;;;
подобный;ADJ;;;;;;;
подождать;VERB;;;;;;;
подозревать;VERB;;;;;;;
подозрение;NOUN;;;;;;;
подозрительно;ADV;;;;;;;
подойти;VERB;;;;;;;
подоконник;NOUN;House;;;;;;
подорожать;VERB;;;;;;;
подписывать;VERB;;;;;;;
подписываться;VERB;;;;;;;
подпись;NOUN;;;;;;;
подработка;NOUN;;;;;;;
подросток;NOUN;;;;;;;
подруга;NOUN;;;;;;;
подряд;NOUN;;;;;;;
подряд;ADV;;;;;;;
подслушивать;VERB;;;;;;;
подстраивать;VERB;;;;;;;
подстроить;VERB;;;;;;;
подтвердить;VERB;;;;;;;
подтверждать;VERB;;;;;;;
подушка;NOUN;;;;;;;
подход;NOUN;;;;;;;
подходить;VERB;;;;;;;
подчинённый;ADJ;;;;;;;
подчинить;VERB;;;;;;;
подчинять;VERB;;;;;;;
подъезд;NOUN;;;;;;;
поезд;NOUN;Transport;;;;;;
поездка;NOUN;;;;;;;
поесть;VERB;;;;;;;
поехать;VERB;;;;;;;
пожалеть;VERB;;;;;;;
пожаловаться;VERB;;;;;;;
пожар;NOUN;;;;;;;
пожарить;VERB;;;;;;;
пожарный;NOUN, ADJ;Occupation;;;;;;
пожениться;VERB;;;;;;;
пожизненный;ADJ;;;;;;;
пожилой;ADJ;;;;;;;
позавтракать;VERB;;;;;;;
позавчера;ADV;;;;;;;
позади;ADV;;;;;;;
позвать;VERB;;;;;;;
позволить;VERB;;;;;;;
позволять;VERB;;;;;;;
позвонить;VERB;;;;;;;
поздний;ADJ;;;;;;;
поздно;ADV;;;;;;;
поздороваться;VERB;;;;;;;
поздравлять;VERB;;;;;;;
позиция;NOUN;;;;;;;
познакомиться;VERB;;;;;;;
поиск;NOUN;;;;;;;
поймать;VERB;;;;;;;
пойти;VERB;;;;;;;
пока;ADV;;;;;;;
показать;VERB;;;;;;;
показывать;VERB;;;;;;;
покататься;VERB;;;;;;;
покинутый;ADJ;;;;;;;
покинуть;VERB;;;;;;;
поклоняться;VERB;;;;;;;
поколение;NOUN;;;;;;;
покрытый;ADJ;;;;;;;
покупательский;ADJ;;;;;;;
покупать;VERB;;;;;;;
покупка;NOUN;;;;;;;
пол;NOUN;;;;;;;
полагаться;VERB;;;;;;;
полдень;NOUN;;;;;;;
поле;NOUN;;;;;;;
полезно;ADV;;;;;;;
поливать;VERB;;;;;;;
полиглот;NOUN;;;;;;;
поликлиника;NOUN;;;;;;;
полититический;ADJ;;;;;;;
полицейский;ADJ;;;;;;;
полиция;NOUN;;;;;;;
полка;NOUN;Furniture;;;;;;
полно;ADV;;;;;;;
полноценно;ADV;;;;;;;
полночь;NOUN;;;;;;;
полный;ADJ;;;;;;;
половина;NOUN;;;;;;;
пологий;ADJ;;;;;;;
положение;NOUN;;;;;;;
положить;VERB;;;;;;;
положиться;VERB;;;;;;;
полоса;NOUN;;;;;;;
полосатый;ADJ;;;;;;;
полотенце;NOUN;;;;;;;
полставки;NOUN;;;;;;;
полтора;Number;;;;;;;
полуразрушенный;ADJ;;;;;;;
получать;VERB;;;;;;;
получить;VERB;;;;;;;
полчаса;NOUN;;;;;;;
пользователь;NOUN;;;;;;;
пользоваться;VERB;;;;;;;
польский;ADJ;;;;;;;
Польша;NOUN;Countries;;;;;;
поляк;NOUN;Nationality;;;;;;
полячка;NOUN;Nationality;;;;;;
помахать;VERB;;;;;;;
поменять;VERB;;;;;;;
поместить;VERB;;;;;;;
помидор;NOUN;Vegetables;;;;;;
помимо;ADV;;;;;;;
помнить;VERB;;;;;;;
помогать;VERB;;;;;;;
помолиться;VERB;;;;;;;
помолчать;VERB;;;;;;;
помочь;VERB;;;;;;;
помощник;NOUN;;;;;;;
помощница;NOUN;;;;;;;
помощь;NOUN;;;;;;;
понедельник;NOUN;;;;;;;
понести;VERB;;;;;;;
понестить;VERB;;;;;;;
понижать;VERB;;;;;;;
понизить;VERB;;;;;;;
понимать;VERB;;;;;;;
понравиться;VERB;;;;;;;
понятие;NOUN;;;;;;;
понятно;ADV;;;;;;;
понятный;ADJ;;;;;;;
понять;VERB;;;;;;;
пообедать;VERB;;;;;;;
поощрить;VERB;;;;;;;
поощрять;VERB;;;;;;;
попадание;NOUN;;;;;;;
попадать;VERB;;;;;;;
попасть;VERB;;;;;;;
поплыть;VERB;;;;;;;
пополнение;NOUN;;;;;;;
пополнять;VERB;;;;;;;
попробовать;VERB;;;;;;;
попросить;VERB;;;;;;;
попрощаться;VERB;;;;;;;
попугай;NOUN;Animals;;;;;;
популярный;ADJ;;;;;;;
попытка;NOUN;;;;;;;
пора;NOUN;;;;;;;
порекомендовать;VERB;;;;;;;
поровну;ADV;;;;;;;
порт;NOUN;;;;;;;
портить;VERB;;;;;;;
портрет;NOUN;;;;;;;
Португалия;NOUN;Countries;;;;;;
португальский;ADJ;;;;;;;
портфель;NOUN;;;;;;;
поругаться;VERB;;;;;;;
порядок;NOUN;;;;;;;
порядочный;ADJ;;;;;;;
посадка;NOUN;;;;;;;
посвящённый;ADJ;;;;;;;
поселенец;NOUN;;;;;;;
поселение;NOUN;;;;;;;
поселенка;NOUN;;;;;;;
поселиться;VERB;;;;;;;
посёлок;NOUN;;;;;;;
поселяться;VERB;;;;;;;
посередине;ADV;;;;;;;
посетитель;NOUN;;;;;;;
посетительница;NOUN;;;;;;;
посетить;VERB;;;;;;;
посещать;VERB;;;;;;;
посланник;NOUN;;;;;;;
посланница;NOUN;;;;;;;
послать;VERB;;;;;;;
после;ADV;;;;;;;
последний;ADJ;;;;;;;
последствие;NOUN;;;;;;;
последующий;ADJ;;;;;;;
послезавтра;ADV;;;;;;;
посмотреть;VERB;;;;;;;
пособие;NOUN;;;;;;;
посоветовать;VERB;;;;;;;
посол;NOUN;Occupation;;;;;;
посольство;NOUN;;;;;;;
поссориться;VERB;;;;;;;
пост;NOUN;;;;;;;
поставить;VERB;;;;;;;
